RUBRO_ID;RUBRO_NOMBRE;CODIGO_CLAE
501;Venta al por mayor de diarios y revistas;464212
502;Venta al por mayor de papel y productos de papel y cartón excepto envases;464221
503;Venta al por mayor de envases de papel y cartón;464222
504;Venta al por mayor de artículos de librería y papelería;464223
505;Venta al por mayor de productos farmacéuticos;464310
506;Venta al por mayor de productos cosméticos, de tocador y de perfumería;464320
507;Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos;464330
508;Venta al por mayor de productos veterinarios;464340
509;Venta al por mayor de artículos de óptica y de fotografía;464410
510;Venta al por mayor de artículos de relojería, joyería y fantasías;464420
511;Venta al por mayor de electrodomésticos y artefactos para el hogar excepto equipos de audio y video;464501
512;Venta al por mayor de equipos de audio, video y televisión;464502
513;Venta al por mayor de muebles excepto de oficina, artículos de mimbre y corcho, colchones y somieres;464610
514;Venta al por mayor de artículos de iluminación;464620
515;Venta al por mayor de artículos de vidrio;464631
516;Venta al por mayor de artículos de bazar y menaje excepto de vidrio;464632
517;Venta al por mayor de materiales y productos de limpieza;464920
518;Venta al por mayor de juguetes;464930
519;Venta al por mayor de bicicletas y rodados similares;464940
520;Venta al por mayor de artículos de esparcimiento y deportes;464950
521;Venta al por mayor de flores y plantas naturales y artificiales;464991
522;Venta al por mayor de artículos de uso doméstico o personal n.c.p;464999
523;Venta al por mayor de equipos, periféricos, accesorios y programas informáticos;465100
524;Venta al por mayor de equipos de telefonía y comunicaciones;465210
525;Venta al por mayor de componentes electrónicos;465220
526;Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza;465310
527;Venta al por mayor de máquinas, equipos e implementos de uso en la elaboración de alimentos, bebidas y tabaco;465320
528;Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería;465330
529;Venta al por mayor de máquinas, equipos e implementos de uso en imprentas, artes gráficas y actividades conexas;465340
530;Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico;465350
531;Venta al por mayor de máquinas, equipos e implementos de uso en la industria del plástico y del caucho;465360
532;Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p.;465390
533;Venta al por mayor de máquinas - herramienta de uso general;465400
534;Venta  al  por  mayor  de  vehículos,  equipos  y  máquinas  para  el transporte ferroviario, aéreo y de navegación;465500
535;Venta al por mayor de muebles e instalaciones para oficinas;465610
536;Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios n.c.p.;465690
537;Venta al por mayor de máquinas y equipo de control y seguridad;465910
538;Venta al por mayor de maquinaria y equipo de oficina, excepto equipo informático;465920
539;Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.;465930
540;Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.;465990
541;Venta al por mayor de combustibles y lubricantes para automotores;466110
542;Fraccionamiento y distribución de gas licuado;466121
543;Venta al por mayor de combustibles, lubricantes, leña y carbón, excepto gas licuado y combustibles y lubricantes para automotores;466129
544;Venta al por mayor de metales y minerales metalíferos;466200
545;Venta al por mayor de aberturas;466310
546;Venta al por mayor de productos de madera excepto muebles;466320
547;Venta al por mayor de artículos de ferretería y materiales eléctricos;466330
548;Venta al por mayor de pinturas y productos conexos;466340
549;Venta al por mayor de cristales y espejos;466350
550;Venta al por mayor de artículos para plomería, instalación de gas y calefacción;466360
551;Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles,  y artículos similares para la decoración;466370
552;Venta al por mayor de artículos de loza, cerámica y porcelana de uso en construcción;466391
553;Venta al por mayor de artículos para la construcción n.c.p.;466399
554;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles;466910
555;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos de papel y cartón;466920
556;Venta al por mayor de artículos de plástico;466931
557;Venta al por mayor de abonos, fertilizantes y plaguicidas;466932
558;Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, caucho, goma y químicos n.c.p.;466939
559;Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos;466940
560;Venta al por mayor de productos intermedios, desperdicios y desechos n.c.p.;466990
561;Venta al por mayor de insumos agropecuarios diversos;469010
562;Venta al por mayor de mercancías n.c.p.;469090
563;Venta al por menor en hipermercados;471110
564;Venta al por menor en supermercados;471120
565;Venta al por menor en minimercados;471130
566;Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.;471190
567;Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas;471900
568;Venta al por menor de productos lácteos;472111
569;Venta al por menor de fiambres y embutidos;472112
570;Venta al por menor de productos de almacén y dietética;472120
571;Venta al por menor de carnes rojas, menudencias y chacinados frescos;472130
572;Venta al por menor de huevos, carne de aves y  productos de granja y de la caza;472140
573;Venta al por menor de pescados y  productos de la pesca;472150
574;Venta al por menor de frutas, legumbres y hortalizas frescas;472160
575;Venta al por menor de pan y productos de panadería;472171
576;Venta al por menor de bombones, golosinas y demás productos de confitería;472172
577;Venta al por menor de productos alimenticios n.c.p., en comercios especializados;472190
578;Venta al por menor de bebidas en comercios especializados;472200
579;Venta al por menor de tabaco en comercios especializados;472300
580;Venta al por menor de combustible para vehículos automotores y motocicletas;473000
581;Venta al por menor de equipos, periféricos,  accesorios y programas informáticos;474010
582;Venta al por menor de aparatos de telefonía y comunicación;474020
583;Venta al por menor de hilados, tejidos y artículos de mercería;475110
584;Venta al por menor de confecciones para el hogar;475120
585;Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir;475190
586;Venta al por menor de aberturas;475210
587;Venta al por menor de maderas y artículos de madera  y corcho, excepto muebles;475220
588;Venta al por menor de artículos de ferretería y materiales eléctricos;475230
589;Venta al por menor de pinturas y productos conexos;475240
590;Venta al por menor de artículos para plomería e instalación de gas;475250
591;Venta al por menor de cristales, espejos, mamparas y cerramientos;475260
592;Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración;475270
593;Venta al por menor de materiales de construcción n.c.p.;475290
594;Venta al por menor  de electrodomésticos, artefactos para el hogar y equipos de audio y video;475300
595;Venta al por menor de muebles para el hogar, artículos de mimbre y corcho;475410
596;Venta al por menor de colchones y somieres;475420
597;Venta al por menor de artículos de iluminación;475430
598;Venta al por menor de artículos de bazar y menaje;475440
599;Venta al por menor de artículos para el hogar n.c.p.;475490
600;Venta al por menor de libros;476110
601;Venta al por menor de diarios y revistas;476120
602;Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería;476130
603;Venta al por menor de equipos  y artículos deportivos;476310
604;Venta al por menor de armas, artículos para la caza y pesca;476320
605;Venta al por menor de juguetes, artículos de cotillón y juegos de mesa;476400
606;Venta al por menor de ropa interior, medias, prendas para dormir y para la playa;477110
607;Venta al por menor de uniformes escolares y guardapolvos;477120
608;Venta al por menor de indumentaria para bebés y niños;477130
609;Venta al por menor de indumentaria deportiva;477140
610;Venta al por menor de prendas de cuero;477150
611;Venta al por menor de prendas y accesorios de vestir n.c.p.;477190
612;Venta al por menor de artículos de talabartería y artículos regionales;477210
613;Venta al por menor de calzado, excepto el ortopédico y el deportivo;477220
614;Venta al por menor de calzado deportivo;477230
615;Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.;477290
616;Venta al por menor de productos farmacéuticos y de herboristería;477310
617;Venta al por menor de productos cosméticos, de tocador y de perfumería;477320
618;Venta al por menor de instrumental médico y odontológico y artículos ortopédicos;477330
619;Venta al por menor de artículos de óptica y fotografía;477410
620;Venta al por menor de artículos de relojería y joyería;477420
621;Venta al por menor de bijouterie y fantasía;477430
622;Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero;477440
623;Venta al por menor de materiales y productos de limpieza;477450
624;Venta al por menor de fuel oil, gas en garrafas, carbón y leña;477460
625;Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas;477470
626;Venta al por menor de obras de arte;477480
627;Venta al por menor de artículos nuevos n.c.p.;477490
628;Venta al por menor de muebles usados;477810
629;Venta al por menor de libros, revistas y similares usados;477820
630;Venta al por menor de antigÃ¼edades;477830
631;Venta al por menor de oro, monedas, sellos y similares;477840
632;Venta al por menor de artículos usados n.c.p. excepto+E1155 automotores y motocicletas;477890
633;Venta al por menor de alimentos, bebidas y tabaco en puestos móviles y mercados;478010
634;Venta al por menor de productos n.c.p. en puestos móviles y mercados;478090
635;Venta al por menor por internet;479101
636;Venta al por menor por correo, televisión y otros medios de comunicación n.c.p.;479109
637;Venta al por menor no realizada en establecimientos  n.c.p.;479900
638;Servicio de transporte ferroviario urbano y suburbano de pasajeros;491110
639;Servicio de transporte ferroviario interurbano de pasajeros;491120
640;Servicio de transporte ferroviario de cargas;491200
641;Servicio de transporte automotor urbano y suburbano regular de pasajeros;492110
642;Servicios de transporte automotor de pasajeros mediante taxis y remises, alquiler de autos con chofer;492120
643;Servicio de transporte escolar;492130
644;Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar;492140
645;Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional;492150
646;Servicio de transporte automotor interurbano no regular de pasajeros;492160
647;Servicio de transporte automotor internacional de pasajeros;492170
648;Servicio de transporte automotor turístico de pasajeros;492180
649;Servicio de transporte automotor de pasajeros n.c.p.;492190
650;Servicios de mudanza;492210
651;Servicio de transporte automotor de cereales;492221
652;Servicio de transporte automotor de mercaderías a granel n.c.p.;492229
653;Servicio de transporte automotor de animales;492230
654;Servicio de transporte por camión cisterna;492240
655;Servicio de transporte automotor de mercaderías y sustancias peligrosas;492250
656;Servicio de transporte automotor urbano de carga n.c.p.;492280
657;Servicio de transporte automotor de cargas n.c.p.;492290
658;Servicio de transporte por oleoductos;493110
659;Servicio de transporte por poliductos y fueloductos;493120
660;Servicio de transporte por gasoductos;493200
661;Servicio de transporte marítimo de pasajeros;501100
662;Servicio de transporte marítimo de carga;501200
663;Servicio de transporte fluvial y lacustre de pasajeros;502101
664;Servicio de transporte fluvial y lacustre de carga;502200
665;Servicio de transporte aéreo de pasajeros;511000
666;Servicio de transporte aéreo de cargas;512000
667;Servicios de manipulación de carga en el ámbito terrestre;521010
668;Servicios de manipulación de carga en el ámbito portuario;521020
669;Servicios de manipulación de carga en el ámbito aéreo;521030
670;Servicios de almacenamiento y depósito en silos;522010
671;Servicios de almacenamiento y depósito en cámaras frigoríficas;522020
672;Servicios de usuarios directos de zona franca;522091
673;Servicios de gestión de depósitos fiscales;522092
674;Servicios de almacenamiento y depósito n.c.p.;522099
675;Servicios de gestión aduanera realizados por despachantes de aduana;523011
676;Servicios de gestión aduanera para el transporte de mercaderías n.c.p.;523019
677;Servicios de agencias marítimas para el transporte de mercaderías;523020
678;Servicios de gestión de agentes de transporte aduanero excepto agencias marítimas;523031
679;Servicios de operadores logísticos seguros (OLS) en el ámbito aduanero;523032
680;Servicios de operadores logísticos n.c.p.;523039
681;Servicios de gestión y logística para el transporte de mercaderías n.c.p.;523090
682;Servicios de explotación de infraestructura para el transporte terrestre, peajes y otros derechos;524110
683;Servicios  de playas de estacionamiento y garajes;524120
684;Servicios de estaciones terminales de ómnibus y ferroviárias;524130
685;Servicios complementarios para el transporte terrestre n.c.p.;524190
686;Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto;524210
687;Servicios de guarderías náuticas;524220
688;Servicios para la navegación;524230
689;Servicios complementarios para el transporte marítimo n.c.p.;524290
690;Servicios de explotación de infraestructura para el transporte aéreo, derechos de aeropuerto;524310
691;Servicios de hangares y estacionamiento de aeronaves;524320
692;Servicios para la aeronavegación;524330
693;Servicios complementarios para el transporte aéreo n.c.p.;524390
694;Servicio de correo postal;530010
695;Servicios de mensajerías.;530090
696;Servicios de alojamiento por hora;551010
697;Servicios de alojamiento en pensiones;551021
698;Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público;551022
699;Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público;551023
700;Servicios de hospedaje temporal n.c.p.;551090
701;Servicios de alojamiento en campings;552000
702;Servicios de restaurantes y cantinas sin espectáculo;561011
703;Servicios de restaurantes y cantinas con espectáculo;561012
704;"Servicios de ""fast food"" y locales de venta de comidas y bebidas al paso";561013
705;Servicios de expendio de bebidas en bares;561014
706;Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.;561019
707;Servicios de preparación de comidas para llevar;561020
708;Servicio de expendio de helados;561030
709;Servicios de preparación de comidas realizadas por/para vendedores ambulantes.;561040
710;Servicios de preparación de comidas para empresas y eventos;562010
711;Servicios de cantinas con atención exclusiva  a los empleados o estudiantes dentro de empresas o establecimientos educativos.;562091
712;Servicios de comidas n.c.p.;562099
713;Edición de libros, folletos, y otras publicaciones;581100
714;Edición de directorios y listas de correos;581200
715;Edición de periódicos, revistas y publicaciones periódicas;581300
716;Edición n.c.p.;581900
717;Producción de filmes y videocintas;591110
718;Postproducción de filmes y videocintas;591120
719;Distribución de filmes y videocintas;591200
720;Exhibición de filmes y videocintas;591300
721;Servicios de grabación de sonido y edición de música;592000
722;Emisión y retransmisión de radio;601000
723;Emisión y retransmisión  de televisión abierta;602100
724;Operadores de televisión por suscripción.;602200
725;Emisión de señales de televisión por suscripción;602310
726;Producción de programas de televisión;602320
727;Servicios de televisión n.c.p;602900
728;Servicios de locutorios;611010
729;Servicios de telefonía fija, excepto locutorios;611090
730;Servicios de telefonía móvil;612000
731;Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión;613000
732;Servicios de proveedores de acceso a internet;614010
733;Servicios de telecomunicación vía internet n.c.p.;614090
734;Servicios de telecomunicaciones n.c.p.;619000
735;Servicios de consultores en informática y suministros de programas de informática;620100
736;Servicios de consultores en equipo de informática;620200
737;Servicios de consultores en tecnología de la información;620300
738;Servicios de informática n.c.p.;620900
739;Procesamiento de datos;631110
740;Hospedaje de datos;631120
741;Actividades conexas al procesamiento y hospedaje de datos n.c.p.;631190
742;Portales web;631200
743;Agencias de noticias;639100
744;Servicios de información n.c.p.;639900
745;Servicios de la banca central;641100
746;Servicios de la banca mayorista;641910
747;Servicios de la banca de inversión;641920
748;Servicios de la banca minorista;641930
749;Servicios de intermediación financiera realizada por las compañías financieras;641941
750;Servicios de intermediación financiera realizada por sociedades de ahorro y préstamo para la vivienda y otros inmuebles;641942
751;Servicios de intermediación financiera realizada por cajas de crédito;641943
752;Servicios de sociedades de cartera;642000
753;Servicios de fideicomisos;643001
754;Fondos y sociedades de inversión y entidades financieras similares n.c.p.;643009
755;Arrendamiento financiero, leasing;649100
756;Actividades de crédito para financiar otras actividades económicas;649210
757;Servicios de entidades de tarjeta de compra y/o crédito;649220
758;Servicios de crédito n.c.p.;649290
759;"Servicios de agentes de mercado abierto ""puros""";649910
760;Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc, excepto socios inversores en sociedades anónimas incluidos en 649999 -;649991
761;Servicios de financiación y actividades financieras n.c.p.;649999
762;Servicios de seguros de salud;651110
763;Servicios de seguros de vida;651120
764;Servicios de seguros personales excepto  los de salud y de vida;651130
765;Servicios de aseguradoras de riesgo de trabajo (ART);651210
766;Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART);651220
767;Obras Sociales;651310
768;Servicios de cajas de previsión social pertenecientes a asociaciones profesionales;651320
769;Reaseguros;652000
770;Administración de fondos de pensiones, excepto la seguridad social obligatoria;653000
771;Servicios de mercados y cajas de valores;661111
772;Servicios de mercados a término;661121
773;Servicios de bolsas de comercio;661131
774;Servicios bursátiles de mediación o por cuenta de terceros;661910
775;Servicios de casas y agencias de cambio;661920
776;Servicios de sociedades calificadoras de riesgos financieros;661930
777;Servicios de envio y recepción de fondos desde y hacia el exterior;661991
778;Servicios de administradoras de vales y tickets;661992
779;Servicios auxiliares a la intermediación financiera n.c.p.;661999
780;Servicios de evaluación de riesgos y daños;662010
781;Servicios de productores  y asesores de seguros;662020
782;Servicios auxiliares a los servicios de seguros n.c.p.;662090
783;Servicios de gestión de fondos a cambio de una retribución o por contrata;663000
784;Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares;681010
785;Servicios de alquiler  de consultorios médicos;681020
786;Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.;681098
787;Servicios inmobiliarios realizados por cuenta propia, con bienes rurales propios o arrendados n.c.p.;681099
788;Servicios de administración de consorcios de edificios;682010
789;Servicios prestados por inmobiliarias;682091
790;Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p.;682099
791;Servicios jurídicos;691001
792;Servicios  notariales;691002
793;Servicios de contabilidad, auditoría y asesoría fiscal;692000
794;Servicios de gerenciamiento de empresas e instituciones de salud, servicios de auditoria y medicina legal, servicio de asesoramiento farmacéutico;702010
795;Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de los órganos de administración y/o fiscalización en sociedades anónimas;702091
796;Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de cuerpos de dirección en sociedades excepto las anónimas;702092
797;Servicios de asesoramiento, dirección y gestión empresarial n.c.p.;702099
798;Servicios relacionados con la construcción.;711001
799;Servicios geológicos y de prospección;711002
800;Servicios relacionados con la electrónica y las comunicaciones;711003
801;Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.;711009
802;Ensayos y análisis técnicos;712000
803;Investigación  y desarrollo experimental en el campo de la ingeniería y la tecnología;721010
804;Investigación  y desarrollo experimental en el campo de las ciencias médicas;721020
805;Investigación  y desarrollo experimental en el campo de las ciencias agropecuarias;721030
806;Investigación y desarrollo experimental en el campo de las ciencias exactas y naturales n.c.p.;721090
807;Investigación  y desarrollo experimental en el campo de las ciencias sociales;722010
808;Investigación  y desarrollo experimental en el campo de las ciencias humanas;722020
809;Servicios de comercialización de tiempo y espacio publicitario;731001
810;Servicios de publicidad n.c.p.;731009
811;Estudio de mercado, realización de encuestas de opinión pública;732000
812;Servicios de diseño especializado;741000
813;Servicios de fotografía;742000
814;Servicios de traducción e interpretación;749001
815;Servicios de representación e intermediación de artistas y modelos;749002
816;Servicios de representación e intermediación de deportistas profesionales;749003
817;Actividades profesionales, científicas y técnicas n.c.p.;749009
818;Servicios veterinarios;750000
819;Alquiler de automóviles sin conductor;771110
820;Alquiler de vehículos automotores n.c.p., sin conductor ni operarios;771190
821;Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación;771210
822;Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación;771220
823;Alquiler de equipo de transporte n.c.p. sin conductor ni operarios;771290
824;Alquiler de videos y video juegos;772010
825;Alquiler de prendas de vestir;772091
826;Alquiler de efectos personales y enseres domésticos n.c.p.;772099
827;Alquiler de maquinaria y equipo agropecuario y forestal, sin operarios;773010
828;Alquiler de maquinaria y equipo para la minería, sin operarios;773020
829;Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios;773030
830;Alquiler de maquinaria y equipo de oficina, incluso computadoras;773040
831;Alquiler de maquinaria y equipo n.c.p., sin personal;773090
832;Arrendamiento y gestión de bienes intangibles no financieros;774000
833;Obtención y dotación de personal;780000
834;Servicios minoristas de agencias de viajes;791100
835;Servicios mayoristas de agencias de viajes;791200
836;Servicios de turismo aventura;791901
837;Servicios complementarios de apoyo turístico n.c.p.;791909
838;Servicios de transporte de caudales y objetos de valor;801010
839;Servicios de sistemas de seguridad;801020
840;Servicios de seguridad e investigación n.c.p.;801090
841;Servicio combinado de apoyo a edificios;811000
842;Servicios de limpieza general de edificios;812010
843;Servicios de desinfección y exterminio de plagas en el ámbito urbano;812020
844;Servicios de limpieza n.c.p.;812090
845;Servicios de jardinería y mantenimiento de espacios verdes;813000
846;Servicios combinados de gestión administrativa de oficinas;821100
847;Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina;821900
848;Servicios de call center;822000
849;Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos;823000
850;Servicios de agencias de cobro y calificación crediticia;829100
851;Servicios de envase y empaque;829200
852;Servicios empresariales n.c.p.;829900
853;Servicios generales de la Administración Pública;841100
854;Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria;841200
855;Servicios para la regulación de la actividad económica;841300
856;Servicios auxiliares para los servicios generales de la Administración Pública;841900
857;Servicios de asuntos exteriores;842100
858;Servicios de defensa;842200
859;Servicios para el orden público y la seguridad;842300
860;Servicios de justicia;842400
861;Servicios de protección civil;842500
862;Servicios de la seguridad social obligatoria, excepto obras sociales;843000
863;Guarderías y jardines maternales;851010
864;Enseñanza inicial, jardín de infantes y primaria;851020
865;Enseñanza secundaria de formación general;852100
866;Enseñanza secundaria de formación técnica y profesional;852200
867;Enseñanza  terciaria;853100
868;Enseñanza universitaria excepto formación de posgrado;853201
869;Formación de posgrado;853300
870;Enseñanza de idiomas;854910
871;Enseñanza de cursos relacionados con informática;854920
872;Enseñanza para adultos, excepto discapacitados;854930
873;Enseñanza especial y para discapacitados;854940
874;Enseñanza de gimnasia, deportes y actividades físicas;854950
875;Enseñanza artística;854960
876;Servicios de enseñanza n.c.p.;854990
877;Servicios de apoyo a la educación;855000
878;Servicios de internación excepto instituciones relacionadas con la salud mental;861010
879;Servicios de internación en instituciones relacionadas con la salud mental;861020
880;Servicios de  consulta médica;862110
881;Servicios de proveedores de atención médica domiciliaria;862120
882;Servicios de atención médica en dispensarios, salitas, vacunatorios y otros locales de atención primaria de la salud;862130
883;Servicios odontológicos;862200
884;Servicios de prácticas de diagnóstico en laboratorios;863110
885;Servicios de prácticas de diagnóstico por imágenes;863120
886;Servicios de prácticas de diagnóstico n.c.p.;863190
887;Servicios de tratamiento;863200
888;Servicio médico integrado de consulta, diagnóstico y tratamiento;863300
889;Servicios de emergencias y traslados;864000
890;Servicios de rehabilitación física;869010
891;Servicios relacionados con la salud humana n.c.p.;869090
892;Servicios de atención a personas con problemas de salud mental o de adicciones, con alojamiento;870100
893;Servicios de atención a ancianos con alojamiento;870210
894;Servicios de atención a personas minusválidas con alojamiento;870220
895;Servicios de atención a niños y adolescentes carenciados con alojamiento;870910
896;Servicios de atención a mujeres con alojamiento;870920
897;Servicios sociales con alojamiento n.c.p.;870990
898;Servicios sociales sin alojamiento;880000
899;Producción de espectáculos teatrales y musicales;900011
900;Composición y representación de obras teatrales, musicales y artísticas;900021
901;Servicios conexos a la producción de espectáculos teatrales y musicales;900030
902;Servicios de agencias de ventas de entradas;900040
903;Servicios de espectáculos artísticos n.c.p.;900091
904;Servicios de bibliotecas y archivos;910100
905;Servicios de museos y preservación de lugares y edificios históricos;910200
906;Servicios de jardines botánicos, zoológicos y de parques nacionales;910300
907;Servicios culturales n.c.p.;910900
908;Servicios de recepción de apuestas de quiniela, lotería y similares;920001
909;Servicios relacionados con juegos de azar y apuestas n.c.p.;920009
910;Servicios de organización, dirección y gestión de prácticas deportivas en clubes;931010
911;Explotación de instalaciones deportivas, excepto clubes;931020
912;Promoción y producción de espectáculos deportivos;931030
913;Servicios prestados por deportistas y atletas para la realización de prácticas deportivas;931041
914;Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas;931042
915;Servicios de acondicionamiento físico;931050
916;Servicios para la práctica deportiva n.c.p.;931090
917;Servicios de parques de diversiones y parques temáticos;939010
918;Servicios de salones de juegos;939020
919;Servicios de salones de baile, discotecas y similares;939030
920;Servicios de entretenimiento n.c.p.;939090
921;Servicios de organizaciones empresariales y de empleadores;941100
922;Servicios de organizaciones profesionales;941200
923;Servicios de sindicatos;942000
924;Servicios de organizaciones religiosas;949100
925;Servicios de organizaciones políticas;949200
926;Servicios de mutuales, excepto mutuales de salud y financieras;949910
927;Servicios de consorcios de edificios;949920
928;Servicios de cooperativas cuando realizan varias actividades;949930
929;Servicios de asociaciones n.c.p.;949990
930;Reparación y mantenimiento de equipos informáticos;951100
931;Reparación y mantenimiento de equipos de telefonía y de comunicación;951200
932;Reparación de calzado y artículos de marroquinería;952200
933;Reparación de tapizados y muebles;952300
934;Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías;952910
935;Reparación de relojes y joyas. Relojerías;952920
936;Reparación de efectos personales y enseres domésticos n.c.p.;952990
937;Servicios de limpieza de prendas prestado por tintorerías rápidas;960101
938;Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco;960102
939;Servicios de peluquería;960201
940;Servicios de tratamiento de belleza, excepto los de peluquería;960202
941;Pompas fúnebres y servicios conexos;960300
942;Servicios de centros de estética, spa y similares;960910
943;Servicios personales n.c.p.;960990
944;Servicios de hogares privados que contratan servicio doméstico;970000
945;Servicios de organizaciones y órganos extraterritoriales;990000
946;Reparación de artículos eléctricos y electrónicos de uso doméstico;952100
947;Venta al por menor de CDs y DVDs de audio y video grabados;476200
948;Venta al por mayor de CDs y DVDs de audio y video grabados.;464910
949;Venta al por mayor en comisión o consignación de prod. textiles, prendas de vestir, calzado excepto el ortopédico, art.de marroquinería, paraguas y similares y prod.de cuero n.c.p;461091
950;Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo;431220
951;Reparación y mantenimiento de instrumentos médicos,ópticos y de precisión,equipo fotográfico,aparatos para medir,ensayar o navegar,relojes,excepto para uso personal o doméstico;331301
952;Cría de ganado equino realizada en haras;14221
953;Jubilado;7
954;Estudiante;8
955;Ama de casa;9
956;Ex - Agente de la Adm. Publica;10
957;Trabajo Relac. Dependencia;11
958;Sin Actividad Economica;12
959;Agricultura Familiar;13
