cuenta_id_legacy;empresa_id_legacy;codigo_legacy;nombre_legacy;concepto_canonico;preferida
9813;251;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
9814;251;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
9815;251;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9816;251;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
9817;251;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
9818;251;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
9819;251;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
9820;251;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
9821;251;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
9822;251;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
9823;251;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
9824;251;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
9825;251;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
9826;251;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
9827;251;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
9828;251;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
9829;251;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
9830;251;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
9831;251;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
9832;251;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
9833;251;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
9834;255;4000;VENTAS;VENTAS;1
9835;255;5000;COMPRAS;COMPRAS;1
9836;255;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
9837;255;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
9838;255;5003;FLETES Y CORREO;FLETES Y CORREO;1
9839;255;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
9840;255;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
9841;255;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
9842;255;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
9843;255;5010;GASTOS GENERALES;GASTOS GENERALES;1
9844;255;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
9845;255;5012;CANON;CANON;1
9846;255;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
9847;255;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
9848;255;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
9849;255;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
9850;255;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
9851;255;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
9852;255;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
9853;255;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
9854;255;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
9855;255;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
9856;255;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
9857;255;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
9858;255;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9859;255;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
9860;255;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
9861;255;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9862;255;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
9863;255;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
9864;255;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
9865;255;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
9866;255;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
9867;255;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
9868;255;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
9869;255;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
9870;255;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
9871;255;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
9872;255;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
9873;255;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
9874;255;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
9875;255;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
9876;255;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
9877;255;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
9878;255;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
9879;255;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
9880;255;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
9881;255;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
9882;255;5052;COMISIONES SGR;COMISIONES SGR;1
9883;255;5014;COMISIONES MERCADOLIBRE;COMISIONES MERCADO LIBRE;1
9884;52;5014;COMISIONES MERCADO LIBRE;COMISIONES MERCADO LIBRE;1
9885;134;5052;COMISIONES SGR;COMISIONES SGR;1
9886;257;4000;VENTAS;VENTAS;1
9887;257;5000;COMPRAS;COMPRAS;1
9888;257;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
9889;257;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
9890;257;5003;FLETES Y CORREO;FLETES Y CORREO;1
9891;257;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
9892;257;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
9893;257;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
9894;257;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
9895;257;5010;GASTOS GENERALES;GASTOS GENERALES;1
9896;257;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
9897;257;5012;CANON;CANON;1
9898;257;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
9899;257;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
9900;257;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
9901;257;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
9902;257;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
9903;257;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
9904;257;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
9905;257;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
9906;257;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
9907;257;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
9908;257;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
9909;257;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
9910;257;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9911;257;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
9912;257;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
9913;257;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9914;257;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
9915;257;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
9916;257;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
9917;257;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
9918;257;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
9919;257;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
9920;257;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
9921;257;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
9922;257;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
9923;257;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
9924;257;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
9925;257;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
9926;257;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
9927;257;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
9928;257;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
9929;257;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
9930;257;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
9931;257;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
9932;257;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
9933;257;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
9934;257;5014;COMISIONES PAGADAS;COMISIONES SGR;1
9935;246;4000;VENTAS;VENTAS;1
9936;246;5000;COMPRAS;COMPRAS;1
9937;246;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
9938;246;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
9939;246;5003;FLETES Y CORREO;FLETES Y CORREO;1
9940;246;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
9941;246;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
9942;246;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
9943;246;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
9944;246;5010;GASTOS GENERALES;GASTOS GENERALES;1
9945;246;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
9946;246;5012;CANON;CANON;1
9947;246;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
9948;246;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
9949;246;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
9950;246;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
9951;246;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
9952;246;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
9953;246;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
9954;246;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
9955;246;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
9956;246;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
9957;246;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
9958;246;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
9959;246;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9960;246;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
9961;246;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
9962;246;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
9963;246;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
9964;246;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
9965;246;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
9966;246;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
9967;246;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
9968;246;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
9969;246;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
9970;246;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
9971;246;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
9972;246;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
9973;246;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
9974;246;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
9975;246;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
9976;246;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
9977;246;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
9978;246;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
9979;246;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
9980;246;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
9981;246;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
9982;246;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
9983;246;5052;COMISIONES SGR;COMISIONES SGR;1
9984;246;5014;COMISIONES MERCADOLIBRE;COMISIONES MERCADO LIBRE;1
9985;260;4000;VENTAS;VENTAS;1
9986;260;5000;COMPRAS;COMPRAS;1
9987;260;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
9988;260;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
9989;260;5003;FLETES Y CORREO;FLETES Y CORREO;1
9990;260;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
9991;260;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
9992;260;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
9993;260;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
9994;260;5010;GASTOS GENERALES;GASTOS GENERALES;1
9995;260;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
9996;260;5012;CANON;CANON;1
9997;260;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
9998;260;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
9999;260;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
10000;260;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
10001;260;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
10002;260;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
10003;260;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
10004;260;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
10005;260;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
10006;260;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
10007;260;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
10008;260;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
10009;260;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
10010;260;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
10011;260;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
10012;260;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
10013;260;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
10014;260;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
10015;260;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
10016;260;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
10017;260;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
10018;260;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
10019;260;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
10020;260;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
10021;260;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
10022;260;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
10023;260;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
10024;260;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
10025;260;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
10026;260;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
10027;260;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
10028;260;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
10029;260;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
10030;260;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
10031;260;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
10032;260;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
10033;260;5052;COMISIONES SGR;COMISIONES SGR;1
10034;260;5014;COMISIONES MERCADOLIBRE;COMISIONES MERCADO LIBRE;1
10035;71;5052;COMISIONES SGR;COMISIONES SGR;1
10036;89;5014;COMISIONES MERCADO LIBRE;COMISIONES MERCADO LIBRE;1
10037;266;4000;VENTAS;VENTAS;1
10038;266;5000;COMPRAS;COMPRAS;1
10039;266;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
10040;266;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
10041;266;5003;FLETES Y CORREO;FLETES Y CORREO;1
10042;266;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
10043;266;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
10044;266;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
10045;266;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
10046;266;5010;GASTOS GENERALES;GASTOS GENERALES;1
10047;266;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
10048;266;5012;CANON;CANON;1
10049;266;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
10050;266;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
10051;266;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
10052;266;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
10053;266;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
10054;266;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
10055;266;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
10056;266;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
10057;266;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
10058;266;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
10059;266;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
10060;266;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
10061;266;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
10062;266;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
10063;266;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
10064;266;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
10065;266;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
10066;266;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
10067;266;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
10068;266;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
10069;266;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
