cuenta_id_legacy;empresa_id_legacy;codigo_legacy;nombre_legacy;concepto_canonico;preferida
2638;77;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2639;77;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2640;77;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2641;77;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2642;77;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2643;77;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2644;77;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2645;77;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2646;77;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2647;77;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2648;77;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2649;77;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2650;77;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2651;77;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2652;77;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2653;77;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2654;77;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2655;77;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2656;77;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2657;77;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2658;77;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
2659;77;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
2660;77;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
2661;77;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
2662;77;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
2663;77;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
2664;77;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
2665;77;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
2666;77;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
2667;77;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
2668;77;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
2683;79;4000;VENTAS;VENTAS;1
2684;79;5000;COMPRAS;COMPRAS;1
2685;79;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
2686;79;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
2687;79;5003;FLETES Y CORREO;FLETES Y CORREO;1
2688;79;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
2689;79;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
2690;79;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
2691;79;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
2692;79;5010;GASTOS GENERALES;GASTOS GENERALES;1
2693;79;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
2694;79;5012;CANON;CANON;1
2695;79;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
2696;79;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
2697;79;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
2698;79;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2699;79;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2700;79;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2701;79;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2702;79;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2703;79;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2704;79;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2705;79;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2706;79;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2707;79;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2708;79;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2709;79;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2710;79;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2711;79;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2712;79;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2713;79;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2714;79;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2715;79;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2716;79;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2717;79;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2718;79;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
2719;79;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
2720;79;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
2721;79;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
2722;79;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
2723;79;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
2724;79;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
2725;79;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
2726;79;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
2727;79;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
2728;79;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
2743;81;4000;VENTAS;VENTAS;1
2744;81;5000;COMPRAS;COMPRAS;1
2745;81;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
2746;81;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
2747;81;5003;FLETES Y CORREO;FLETES Y CORREO;1
2748;81;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
2749;81;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
2750;81;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
2751;81;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
2752;81;5010;GASTOS GENERALES;GASTOS GENERALES;1
2753;81;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
2754;81;5012;CANON;CANON;1
2755;81;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
2756;81;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
2757;81;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
2758;81;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2759;81;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2760;81;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2761;81;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2762;81;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2763;81;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2764;81;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2765;81;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2766;81;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2767;81;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2768;81;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2769;81;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2770;81;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2771;81;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2772;81;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2773;81;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2774;81;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2775;81;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2776;81;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2777;81;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2778;81;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
2779;81;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
2780;81;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
2781;81;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
2782;81;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
2783;81;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
2784;81;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
2785;81;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
2786;81;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
2787;81;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
2788;81;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
2789;77;4050;VENTA BIENES DE USO - RODADOS;VENTA BIENES DE USO - RODADOS;1
2804;83;4000;VENTAS;VENTAS;1
2805;83;5000;COMPRAS;COMPRAS;1
2806;83;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
2807;83;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
2808;83;5003;FLETES Y CORREO;FLETES Y CORREO;1
2809;83;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
2810;83;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
2811;83;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
2812;83;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
2813;83;5010;GASTOS GENERALES;GASTOS GENERALES;1
2814;83;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
2815;83;5012;CANON;CANON;1
2816;83;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
2817;83;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
2818;83;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
2819;83;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2820;83;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2821;83;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2822;83;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2823;83;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2824;83;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2825;83;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2826;83;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2827;83;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2828;83;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2829;83;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2830;83;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2831;83;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2832;83;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2833;83;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2834;83;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2835;83;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2836;83;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2837;83;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2838;83;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2839;83;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
2840;83;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
2841;83;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
2842;83;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
2843;83;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
2844;83;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
2845;83;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
2846;83;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
2847;83;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
2848;83;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
2849;83;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
2864;86;4000;VENTAS;VENTAS;1
2865;86;5000;COMPRAS;COMPRAS;1
2866;86;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
2867;86;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
2868;86;5003;FLETES Y CORREO;FLETES Y CORREO;1
2869;86;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
2870;86;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
2871;86;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
2872;86;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
2873;86;5010;GASTOS GENERALES;GASTOS GENERALES;1
2874;86;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
2875;86;5012;CANON;CANON;1
2876;86;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
2877;86;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
2878;86;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
2879;86;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2880;86;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2881;86;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2882;86;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2883;86;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2884;86;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2885;86;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2886;86;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2887;86;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2888;86;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2889;86;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2890;86;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2891;86;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2892;86;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2893;86;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2894;86;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2895;86;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2896;86;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2897;86;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2898;86;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2899;86;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
2900;86;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
2901;86;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
2902;86;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
2903;86;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
2904;86;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
2905;86;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
2906;86;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
2907;86;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
2908;86;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
2909;86;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
2924;90;4000;VENTAS;VENTAS;1
2925;90;5000;COMPRAS;COMPRAS;1
2926;90;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
2927;90;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
2928;90;5003;FLETES Y CORREO;FLETES Y CORREO;1
2929;90;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
2930;90;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
2931;90;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
2932;90;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
2933;90;5010;GASTOS GENERALES;GASTOS GENERALES;1
2934;90;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
2935;90;5012;CANON;CANON;1
2936;90;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
2937;90;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
2938;90;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
2939;90;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
2940;90;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
2941;90;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
2942;90;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
2943;90;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
2944;90;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
2945;90;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
2946;90;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
2947;90;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
2948;90;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2949;90;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
2950;90;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
2951;90;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
2952;90;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
2953;90;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
2954;90;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
2955;90;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
2956;90;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
2957;90;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
2958;90;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
2959;90;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
